PS Name,Year,FIR Number, No of Person Arrested,Status of the case
Kavoor,2015,10,0,Traced
Kavoor,2015,11,1,Charge sheeted on 24-03-2015
Kavoor,2015,12,0,Traced 
Kavoor,2015,13,2,P.T.
Kavoor,2015,14,0,P.T. 
Kavoor,2015,15,0,U.I.
Kavoor,2015,16,3,U.I.
Kavoor,2015,17,2,APP Office
Kavoor,2015,18,0,U.I.
Kavoor,2015,19,0,P.T.
Kavoor,2015,20,8,APP Office
Kavoor,2015,21,0,P.T.
Kavoor,2015,22,0,U.I.
Kavoor,2015,23,0,U.I.
Kavoor,2015,24,0,U.I.
Kavoor,2015,25,1,Charge sheeted on 17-04-2015
Kavoor,2015,26,12,APP Office
Kavoor,2015,27,0,U.I.
Kavoor,2015,28,0,Charge sheeted on 02-05-2015
Kavoor,2015,29,0,P.T.
Kavoor,2015,30,1,U.I.
Kavoor,2015,31,2,APP Office
Kavoor,2015,32,0,U.I.
Kavoor,2015,33,0,U.I.
Kavoor,2015,34,5,U.I.
Kavoor,2015,35,3,Charge sheeted on 09-05-2015
Kavoor,2015,36,0,U.I.
Kavoor,2015,37,3,U.I.
Kavoor,2015,38,1,U.I.
Kavoor,2015,39,5,U.I.
Kavoor,2015,40,0,U.I.
Kavoor,2015,41,1,U.I.
Kavoor,2015,42,0,U.I.
Kavoor,2015,43,0,U.I.
Kavoor,2015,44,4,P.T.
Kavoor,2015,45,3,U.I.
Kavoor,2015,46,0,U.I.
Kavoor,2015,47,1,U.I.
Kavoor,2015,48,0,U.I.
Kavoor,2015,49,0,U.I.
Kavoor,2015,50,0,U.I.
Kavoor,2015,51,2,U.I.
Kavoor,2015,52,7,U.I.
Kavoor,2015,53,3,U.I.
Kavoor,2015,54,4,U.I.
Kavoor,2015,55,0,U.I.
Kavoor,2015,56,0,U.I.
Kavoor,2015,57,0,U.I.
Kavoor,2015,58,0,U.I.
Kavoor,2015,59,0,U.I.
